Project Name,Description,Has Generated Code,Created At,Archived,User ID,Project ID
a chrome extension that will summarize the text on...,a chrome extension that will summarize the text on the page,,2025-10-27T21:19:18.258+00:00,false,72a9621f-d3c1-45e0-b346-0f366b063e53,a3bbc828-5c15-4b0e-af3d-255511d8182a
I want to create a chrome extension that allows me...,I want to create a chrome extension that allows me to right click a epoch timestamp and it automatically shows me the time in a human readable format.,true,2025-10-27T17:15:36.125+00:00,false,2ac33904-4c25-4946-a30d-b76e5c3cf3c5,8f0587a8-7c29-44d9-9410-5156a935625b
I am designing a Chrome extension for “Brady UX” —...,"I am designing a Chrome extension for “Brady UX” — a boutique UX/UI design consultancy. The extension’s purpose is to help founders, product managers and designers quickly audit any webpage’s user-experience and identify improvement opportunities, while subtly promoting Brady UX’s services. Key requirements: The extension icon appears in the Chrome toolbar; when clicked it overlays the current webpage with a semi-transparent panel. The overlay shows a quick “UX Snapshot” of the page: Highlights UX heuristics (e.g., excessive CTAs, inconsistent spacing, low contrast, unscannable copy) as red/yellow/green indicators. Shows a short bullet list of top 3 issues detected + one quick suggestion. Beneath the suggestions, include a subtle footer: “Want a full UX audit? Visit bradyux.com” (linkable) and a button “Book a free review” that opens a new tab to your services landing page. The heuristics should be configurable: in the extension’s options page the user (or you as admin) can define new heuristics with a name, description, and color-level (red, yellow, green). The UI should reflect Brady UX branding: clean typography, minimalist icon, pastel accent color, and a micro-animation when the overlay appears. The extension should be built as Manifest V3, with content scripts that scan the DOM for heuristics, compute scores, and render the overlay. No heavy backend required—everything runs in the browser. Efficiency & performance: The scanning should happen after page load, with minimal impact; if possible skip pages over a certain size or use a “Quick Scan” mode. Privacy-safe: The extension does not send page content externally; all work is local. The only external link is the “Book a free review” CTA. Publishing: Write the manifest.json, background/service worker, content script files, UI overlay HTML/CSS/JS, options page, and include README instructions for installation and publishing to the Chrome Web Store under “Brady UX Tools”. Tone and style: Use clear, designer-friendly language in the UI (“Your UX Snapshot”, “Top 3 issues”, “Quick suggestion”). The code comments and README should reflect Brady UX’s voice: thoughtful, educational, design-first. Please generate all project files and folder structure, including sample heuristics (e.g., “Too many CTAs”, “Inconsistent spacing”, “Low contrast text”), and a README that explains how to install and publish. The goal: a lightweight but polished Chrome extension that delivers value to users and positions Brady UX as the go-to expert.",true,2025-10-26T01:16:20.204+00:00,false,fca1265b-6714-4c28-8b15-cf3f04b00828,d9147527-bdb2-42e8-9eef-e6109c1aacb6
create a chatgpt interface extension...,create a chatgpt interface extension,true,2025-10-21T23:12:25.055+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,c57e80bc-0566-4131-8481-87759551e5b8
create a hello world extension ...,create a hello world extension,true,2025-10-21T21:55:06.18+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,5e28181a-99a7-4383-af4d-cebf170107f8
create a chatgpt interface extension ...,create a chatgpt interface extension,,2025-10-21T21:44:06.631+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,285432e2-8552-4711-b862-1c7d656c37ba
link saving extension that I can save my current t...,link saving extension that I can save my current tabs link to and rename and organize the list and retrieve when required,true,2025-10-21T18:37:35.705+00:00,false,e338c876-2925-48d0-899d-bef0b8677f7a,4e7973d4-b062-49f7-a9b1-ae99cd613f60
create a reminders extension ...,create a reminders extension,true,2025-10-20T18:05:09.692+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,00095138-ec60-4567-8410-a10235b53968
An extension that adds an image of Doge to the bac...,An extension that adds an image of Doge to the background of every web page I visit.,true,2025-10-20T13:38:21.258+00:00,false,84533ebd-c6df-40e9-90a0-1df9f043774a,cefbff42-02b5-4b50-ae70-1d6a49164649
create a reminders extension ...,create a reminders extension,true,2025-10-19T03:04:58.627+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,a3f47b72-37b5-4188-b5cf-7d541b8a2e65
create a reminders extension...,create a reminders extension,true,2025-10-19T02:26:17.155+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,8764cc89-95cb-4d94-96ba-8763338d81a4
create a gmail summarizer extension that summarize...,create a gmail summarizer extension that summarizes my new emails for the day,true,2025-10-14T06:00:49.018+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,9f64dad8-6b5a-4ccc-a8ed-31c6fa1c4de6
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,true,2025-10-14T04:48:48.378+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,b10cab73-5fb1-4cc1-9b8f-9948eea317b0
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week ],true,2025-10-14T04:46:44.026+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,44e3eac1-369b-41bb-968e-89c494f36350
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,true,2025-10-14T04:41:16.205+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,da9cb69a-6647-4ed9-bfff-87feb9fb4660
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,,2025-10-14T04:38:53.447+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,b220cafa-39e5-4896-8569-d412c590c141
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,true,2025-10-14T04:27:01.85+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,88428524-182d-4fb4-bde7-13dad0e8210e
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,true,2025-10-13T21:00:16.173+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,ee3d34e6-cfbe-4e89-b540-60ea2bb8f602
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,true,2025-10-13T20:50:50.572+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,fbfa4173-b302-4f7d-9235-cf618e7f9c09
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,true,2025-10-13T20:39:16.308+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,90541bdc-71c8-4275-8fd9-2c3a204f3813
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,,2025-10-13T20:37:27.175+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,07abaf78-5ad9-4f97-9da2-715e08f77e74
create a google calendar summarizer extension that...,create a google calendar summarizer extension that summarizes my events for the week,true,2025-10-13T19:30:03.906+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,d5a146c2-260b-4de0-93f0-93093f949876
create a twitter webapge scraper extension ...,create a twitter webapge scraper extension,true,2025-10-13T19:18:17.89+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,906d6a5e-c4a0-4e14-bf52-68cbf9bea4bd
create a twitter webapge scraper extension ...,create a twitter webapge scraper extension,true,2025-10-13T19:15:39.237+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,c15bab2f-d727-4bdf-b6fe-7d156b14ff4c
create a twitter webapge scraper extension...,create a twitter webapge scraper extension,true,2025-10-13T19:09:37.356+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,7d875aa7-928d-450a-8368-a1009a296be8
create a youtube webpage video bookmarker extensin...,create a youtube webpage video bookmarker extensino,true,2025-10-13T19:07:34.209+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,1b55d73b-71aa-4797-91a4-d565e43072b7
create a youtube webpage video bookmarke extension...,create a youtube webpage video bookmarke extension,true,2025-10-13T19:02:50.803+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,9d483740-526a-4388-a194-deda8a07d40b
create a youtube webpage video bookamrker extensio...,create a youtube webpage video bookamrker extension,true,2025-10-13T19:01:54.097+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,0335a7be-36c5-4908-bc2a-edfeed4fb61e
create a youtube webpage video bookamrker extensio...,create a youtube webpage video bookamrker extension,true,2025-10-13T18:50:23.719+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,fa2f4ca8-7413-42f9-9058-118c56622a1d
create a youtube webpage video bookamrker extensio...,create a youtube webpage video bookamrker extension,true,2025-10-13T18:36:09.231+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,2bba8bf8-e6a9-4adf-85f5-81cc88f5cf7a
create a youtube webpage video bookamrker extensio...,create a youtube webpage video bookamrker extension,,2025-10-13T18:28:44.429+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,5380997c-7e4d-4a0b-aed7-6ae6e6a91c1a
create a youtube webpage bookmarker extension...,create a youtube webpage bookmarker extension,true,2025-10-12T22:48:43.557+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,57cedb1a-0214-4ebf-a28f-1c399165ebd8
create a youtube webpage bookmarker extension. emb...,create a youtube webpage bookmarker extension. embed the bookmark button in the page itself,true,2025-10-12T22:39:22.267+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,2fe8542d-489a-4d21-968e-75fc0a77683b
create a youtube webpage bookmarker extension. emb...,create a youtube webpage bookmarker extension. embed the bookmark button in the page itself,,2025-10-12T22:38:12.316+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,a2a72000-fbe5-41fb-8732-58b074bdfd5b
create a youtube webpage bookmarker extension. emb...,create a youtube webpage bookmarker extension. embed the bookmark button in the page itself,true,2025-10-12T22:36:40.142+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,141c2b80-57b5-4b93-b599-7355dcb8f271
create a youtube webpage bookmarker extension...,create a youtube webpage bookmarker extension,true,2025-10-12T22:33:56.962+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,11a3d2e1-7e7f-464a-af3c-2ef178ccd123
create a youtube webpage bookmarker extension...,create a youtube webpage bookmarker extension,true,2025-10-12T22:30:39.34+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,9b5c854d-cbf3-49bc-aa01-18f6af552cef
create a youtube webpage bookamrker extension ...,create a youtube webpage bookamrker extension,true,2025-10-12T22:18:39.298+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,073340ec-e244-450b-ba74-c112aa5c41fe
create a youtube webpage bookamrker extension...,create a youtube webpage bookamrker extension,true,2025-10-12T22:17:01.047+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,21281db2-5cd6-4311-b573-2f48b0142a9e
create a youtube video bookmarker extension...,create a youtube video bookmarker extension,true,2025-10-12T22:14:51.929+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,a626aa2c-3542-4b61-a711-789f0a7c9a20
create a youtube video bookmarker extension...,create a youtube video bookmarker extension,true,2025-10-12T22:13:39.006+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,60c0c5f9-0f66-4f86-be74-c026b4e4dd51
create a youtube video bookmarker extension...,create a youtube video bookmarker extension,true,2025-10-12T22:11:17.72+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,c2d56cde-172c-4631-9a7d-304e822b5035
create a youtube video bookmarker extension...,create a youtube video bookmarker extension,true,2025-10-12T22:07:28.196+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,34c0ef9c-996f-4c99-8b43-0b15b160dae6
create an nbc news website scraper ...,create an nbc news website scraper,true,2025-10-12T03:30:37.177+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,68b4f048-fe3c-48e3-beb5-f6ea519ccdd3
create an extension that can scrape the actual twi...,create an extension that can scrape the actual twitter website,true,2025-10-12T03:29:42.579+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,22796fd9-04bd-4353-a2c4-6e44f096a6d6
create a twitter website scraper extension...,create a twitter website scraper extension,true,2025-10-12T03:28:58.74+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,064a53ff-e434-46cc-abfd-69bbd494896a
create a twitter scraper extension...,create a twitter scraper extension,,2025-10-12T03:28:26.279+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,5bdf2455-aeb0-4ae9-8ce4-d9f8da4c03a4
create a twitter scraper extension ...,create a twitter scraper extension,,2025-10-12T03:27:56.533+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,6e8242f1-186e-48ca-9062-33d46396edfb
create a twitter scraper extension ...,create a twitter scraper extension,true,2025-10-12T03:27:22.319+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,707928e3-e774-4088-9c7f-8d955b7dc829
create a twitter scraper extension...,create a twitter scraper extension,true,2025-10-12T03:25:10.46+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,930e5f45-ea7d-41df-a143-902154506fb4
create a twitter scraper extension...,create a twitter scraper extension,true,2025-10-12T03:24:28.662+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,d7c1db50-0ab1-4833-bf10-54583d25b586
create a twitter website scraper extension ...,create a twitter website scraper extension,true,2025-10-12T03:23:22.972+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,d152ab96-8997-4464-bbd4-49cdf5c7fbb8
create a twitter scraper extension...,create a twitter scraper extension,true,2025-10-12T03:17:38.383+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,c87b6dbc-4ab4-4a4e-8509-94a1b28f94d6
create a twitter website scraper extension...,create a twitter website scraper extension,true,2025-10-12T03:14:02.846+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,c80f8571-0c8b-4f69-9391-515c34e4e64d
create a twitter scraper extension...,create a twitter scraper extension,true,2025-10-12T03:08:26.579+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,2799a505-ade7-4b77-85cb-978ae4964f84
create a twitter scraper extension...,create a twitter scraper extension,true,2025-10-12T03:05:16.265+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,d07b0e04-7be9-4031-a94d-2c88399df828
create a twitter scraper extension ...,create a twitter scraper extension,true,2025-10-12T03:01:35.55+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,c83e53b8-ad20-4bb8-b14b-c7796ae2e1c3
create a twitter scraper extension ...,create a twitter scraper extension,,2025-10-12T02:57:50.687+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,c3a49e66-19d4-4283-a9aa-8d5801f7c5ff
create a twitter scraper ...,create a twitter scraper,true,2025-10-12T02:56:49.817+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,6fe21a97-f548-4424-8f38-a061a3b234ba
create a twitter scraper extension ...,create a twitter scraper extension,true,2025-10-12T02:48:09.207+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,fdda2ca7-e1ae-4ab2-ba71-9cb523716cfb
create a instagram scraper extension ...,create a instagram scraper extension,true,2025-10-12T00:12:26.063+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,a399f7e5-8fc9-402f-957a-4d9e78da9fc3
create a twitter scraper extension ...,create a twitter scraper extension,,2025-10-12T00:10:26.653+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,f5f59eb1-3157-4381-b1b7-17a5f9e7c4cb
create a twitter scraper extension ...,create a twitter scraper extension,true,2025-10-12T00:07:45.338+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,65f288ee-36a5-49a4-87ea-91461493377d
create a twitter scraper extension ...,create a twitter scraper extension,true,2025-10-12T00:05:14.231+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,8592d949-d98d-439e-9a7c-7f7e2a638234
create a twitter scraper extension ...,create a twitter scraper extension,true,2025-10-12T00:01:59.199+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,3d5ac549-df38-4800-8f68-2bad46ecf5ce
create a twitter scraper extension ...,create a twitter scraper extension,true,2025-10-11T23:56:16.086+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,c8dd448b-022f-4d78-ae33-1c7748494bd0
create a twitter scraper extension ...,create a twitter scraper extension,true,2025-10-11T23:54:33.795+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,96c08bc9-3c2a-46b1-a162-58ccaf36599c
create a youtube video bookmarker extension ...,create a youtube video bookmarker extension,true,2025-10-11T19:44:25.012+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,f85d63b2-53e1-4912-9bf3-9dadb4da98b4
create a youtube video watcher bookmarker extensio...,create a youtube video watcher bookmarker extension,true,2025-10-11T19:43:33.846+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,0952f5eb-3843-4ca7-b737-db76fd759834
create a youtube video watcher bookamrker extnsion...,create a youtube video watcher bookamrker extnsion,true,2025-10-11T19:41:59.848+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,af74dfc9-72b8-4908-951b-003fb0e3b159
create a youtube video bookmarker extension. embed...,create a youtube video bookmarker extension. embed the bookmark button directly in the page,true,2025-10-11T19:37:18.417+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,0865d23b-d626-4b8f-a82e-4b18773d7de7
create a youtube video bokamrker extension ...,create a youtube video bokamrker extension,,2025-10-11T19:32:10.566+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,db5ef6a8-e099-4735-82c0-ab51bd96e492
create a youtube video bookmarker extension that e...,create a youtube video bookmarker extension that embeds a functional button in the page itself,true,2025-10-11T19:30:46.975+00:00,false,d292125a-fccb-4aa6-a850-1f4fae785856,4d804f13-6943-478e-b452-71364bd9d8ee
Program Name Generator,"Generate creative, unique names for new programs, save favorites, and copy them easily.",true,2025-10-08T19:48:05.803+00:00,false,9e520a65-479c-4d8a-a93a-d2a7b49c3b36,34a3d054-a67e-4339-b051-9334bdeb5c56
